State,District,"Dealer Name","Dealer Address","Contact Person","Mobile Number","Email ID"
Uttarakhand,Dehradun,"Ex Serviceman Cement Store","Garhi Cantonment, Garhi Cantt, Dehradun, Uttarakhand 248003","Sanjay Kumar",9412056592,ex.scstore@gmail.com
Uttarakhand,Dehradun,"Aadinath Steel","Officer's Avenue, Milan Vihar, G.M.S Raod, Dehradun-248001","Mr. Ajeet Jain","8439075908, 9412051365",aadinathenterprises35@gmail.com
"West Bengal","North 24 Paraganas","Popular Steel Enterprise (Rajarhat)","Rajarhat Road, Bablatala, Rajarhat Gaopalpur, Kolkata-700136, Opp- Derozio Memorial College.","Tinku Jaiswal","9433014134/ 9836903788",popularsteel@gmail.com
"West Bengal",Hooghly,"Builders &amp; Traders","Subhash Pally (South), Dankuni, Hooghly - 712406","Raju Shaw",9230529557,rajkrshawsca@gmail.com
"West Bengal",Hooghly,"Padha Builders","Ratanpur, Singur, Hooghly - 711409","Bilas Padha",9433074096,bilaspadha2013@gmail.com
"West Bengal",Hooghly,"Bhowal Enterprsie","47 New Park, Bandel, Hooghly - 712123","Swapan Bhowal",9830186262,bhowaltrading@rediffmail.com
"West Bengal",Howrah,"Laxmi Narayan Stores","Borgachiya, Howrah - 712410","Dibyendu Mallick",9830269922,deepranjanmullick.90@gmail.com
"West Bengal",Howrah,"Maharaj Udyog","Vill - Gayeshpur, P.O - Baluhati, Howrah - 711405","Subhasis Halder",9837686797,moharaj_udyog70@yahoo.com
"West Bengal",Howrah,"Lakshmi Narayan Construction","Vill - Nimabaliya, P.O - Garbaliya, P.S - Javatballavpur, Howrah - 711410","Barun Sasmal ",9831157359,barunsasmal6@gmail.com
"West Bengal",Howrah,"Pakija Enterprise","1 No Moukhali, Jagacha, Howrah - 711112","Hafijul Mondal",9831615132,pakijaenterprise@gmail.com
"West Bengal",Howrah,"Steel N Trades","29/1 Sarat Chatterjee Road,Howrah - 711104","Goutam Shaw",9830195279,"steelsandtrades@yahoo.co.in "
"West Bengal",Hooghly,"Dey Builders","36, Nabakrishna Guine Lane, Srirampur, Hooghly - 712201","Sumonto Dey",8336076439,deygroup7@gmail.com
"West Bengal",Hooghly,Sandipan,"93 Sarat Chatterjee Road, Howrah - 711102","Jaidev Das",9831064799,sandipan_godrej@rediffmail.com
"West Bengal",Hooghly,"Ganesh Trading","200 No Panchanantala road, Howrah - 711101","Rajani Jaswal",9433040000,"ganeshtrading4142@gmail.com "
"West Bengal",Hooghly,"Olees Creation ","Thakuranichak, Abaynagar 2, P.O-Samabaypally, Bally, Howrah - 711205","Asim Saha",9830726977,ashim.sahaa29@gmail.com
"West Bengal",Hooghly,Nirman,"Mukta Abasan, Front Side Road, Chinsura Station, Hooghly - 712102","Sanjay Roy",9874235643,roysanjoy1960@gmail.com
"West Bengal",Howrah,"Mondal Steel","Vill &amp; PO - Anandanagar, PS - Nischinda, Howrah - 711227","Tapas Mondal",9143243055,mtapas660@gmail.com
"West Bengal","24 PGS(N)","Hindusthan Hardware","M.M Ghosh Road, Krishnanagar, Nadia - 741101","Tanushree Ghosh",9233338577,hindusthan.hardware@yahoo.com
"West Bengal","24 PGS(N)","Anuradha Cement","Rathtala Fish Market, Ranaghat, Nadia - 741201 ","Avishek Pramanik",9434165613,anuradhacementandhardware@gmail.com
"West Bengal","24 PGS(N)","N C NANDY","Bagmore, Kanchrapara, 
North 24pgs,743145","Debabrata Nandy",9748958687,debabratanandy.63@rediffmail.com
"West Bengal","24 PGS(N)",Nirman,"141, Jashore Road, Hattubha, North 24pgs - 743269","Anup Ghosh",9434159855,nirman_anup11@rediffmail.com
"West Bengal","East &amp; West Midnapur",Shivam,"Kishorenagar, Contai,
West Midnapur
Pin - 721401","Jitrandra Nath Bera","9733668266
9474973914","jitendranathbera@gmail.com "
"West Bengal","East &amp; West Midnapur","Bablu Ch Samanta","Attberia, Harijhama, Uttar Mechogram, Panskura, West Midnapur - 721139","Bablu Ch Samanta",9635238222,bablucharansamanta.15@gmail.com
"West Bengal","East &amp; West Midnapur","Panda Enterprise","Manicktala, Tamluk, West Midnapur - 721627","Debabrata Panda",7384253647,pandadebabrata251@gmail.com
"West Bengal",Darjeeling,"Joy Benny","Gossainpur, Bagdogra Dist- Darjeeling, Pin - 734014","Arun Kr Sharma",9832031301,joybenitrading@gmail.com
"West Bengal",Darjeeling,"S.K Enterprise","Champasari More, Siliguri - 734003","Santosh Gupta",9832093909,skenterprisestt.slg@gmail.com
"West Bengal",Darjeeling,"Ujjal Trading co","Rabindra Nagar More, Siliguri - 734005","Ujjal Saha",9609845998,ujjaltrading12@gmail.com/dipankardev2018@gmail.com
"West Bengal",Darjeeling,"Geeta Enterprises","Ghogomali Main Road, Ward-36, Near Ashighar More, Siliguri - 734006","Biswanath Banik",9832018628,geetaenterprise.slg@gmail.com
"West Bengal","Uttar Dinajpur","Bikram Sharma","Near Telephone Exchange, South Sudarshanpur, Raiganj - 733134","Dhruba Joshi",9635837193,dhrubaxyz@gmail.com
"West Bengal","Uttar Dinajpur","Saha Enterprises","Birnagar, Raiganj , West Bengal - 733134","Rajkumar Saha",9434744236,sahaenterprise.raju@gmail.com
"West Bengal","Cooch Behar","Coochbehar Store","Nripendra Narayan Road, Coochbehar - 736101","Ranajay Banik",9434028743,cobstr@rediffmail.com
"West Bengal","Cooch Behar","East Bengal Hardware","Nripendra Narayan Road, Coochbehar - 736101","Dhananjay Roy",9434059867,prasZ_roy19@yahoo.co.in
"West Bengal","Cooch Behar","Guha Construction","Guriahati Road, Coochbehar, Pin - 736101","Mithun Guha",9434117125,gh.mithun@gmail.com
"West Bengal","Cooch Behar","Kishore Steel","Dr. BC Roy Road , Dinhata , Coochbehar - 736135","Pradip Banik",9434057275,kishoresteeldht@gmail.com
"West Bengal","Cooch Behar","Swarupananda Harware stores","Gosani Road, PO-Dinhata, Coochbehar - 736135","Samarpan Saha",9434155287,drsamarpansaha@gmaail.com
"West Bengal",Barddhaman(E),"Leonard Agency Pvt. Ltd.","Bhanga Kuthi, GT road, Opp. Life Line Nurshing Home, Bardhaman(E)","Tirtha Dawn",8373049027,leonard.agency@gmail.com
"West Bengal",Bankura,"Mondal Associates ","Katjuridanga, Bankura-722101, Near HDFC Bank","Indrajit Mandal",9531571938,skmondal.bankura@gmail.com
"West Bengal",Birbhum,"Krishnakali Hardware","Bolpur, Rabindra Bithi Bye-pass More, Birbhum - 731204","Purab Ghosh",8250751928,purabkghosh@gmail.com
"West Bengal",Purulia,"Mishra Hardware","Jhalda Anand Bajar, New Bagmundi Road .P.O- Jhalda - 723202","Mr. Rajendar Mishra",8016600909,mraju3179@gmail.com
"West Bengal","West Burdwan","New B. D Hardware","Assansole, NNR Sarani, Natun Para - 713301 ","Jibaqn Roy",9474485785,newbd785@gmail.com
"West Bengal",Bankura,"Jit Enterprise","Rabindra Sarani, Bankura -722101","Sarbojit Kundu",9732012123,sarkarsanjays@yahoo.com
"West Bengal",Bardhaman,"Shri Ram Multicom","61/29/N3, N.S.B Road, Raniganj, Bardhaman, West Bengal,713347","Mr. Umang Dokania",9749110933,umang@udgroups.com
"West Bengal",Maldah,"GL Kundu Sons Steel Pvt. Ltd. ","S. M Pally, NH-34, Malda - 732101 ","Ms. Sanjukta Kundu",7639811572,kundu_sanjukta@yahoo.com
"West Bengal",Kolkata,"Paul &amp; Company Steel Merchants Pvt. Ltd.","406/N, Ho Chi Minh Sarani, Shakuntala Park, Kolkata- 700 061.","Mr. Suvajit Paul",9073394211/974888737,suvajitpaul@pcsm.in
"West Bengal",Kolkata,"R.G. Paul Pvt. Ltd.","1C, Sopan Niket, 14 a, Raja Ram Mohan Roy Road, Behala Chowrasta, Kolkata- 700008","Mr. Amit Jyoti Paul",9874732271,amit.rgpaul@gmail.com
"West bengal",Alipurduar,"Baba Lokenath enterprise","Post.Bholardabri.,Dist.... Alipurduar","Mr. Hementa kisor putatunda",9832311789,babalokenath.apd@gmail.com
"West Bengal","Uttar Dinajpur","M/S SHIVA HARDWARE STORES","Islampur Uttar Dinajpur West Bengal 733202","Dhananjay Mandal",9434426303,shivahardware.isp@gmail.com
Rajasthan,Bikaner,"Shri Avdhut Steel","Near Tanwar Std. ,Nokha Road , Near Old Bus Stand , Gangashahar , Bikaner - 334001","Naveer Gahlot",9001781256,naveengahlot4122@gmail.com
Rajasthan,Jaipur,"Rajasthan Iron Traders","Plot No 149 , Officer Campus Colony , Sirsi Road, Panchyawala, Jaipur - 302012","Ajay kumawat",9784633043,rajasthanirondraders962@gmail.com
Rajasthan,Ajmer,"Padam Ispat","Opposite Bus Stand , Nasirabad Road , Adarsh Nagar , Ajmer - 305001","Praveen jain",9414006631,
Rajasthan,Beawar,"Manish Metal Works","Ganeshpura ,Tagari Factory , Beawar - 305901","Ajay Heda",9414009722,aish_bwr1987@redffmail.com
Rajasthan,Hanumangarh,"Shakti Iron Store","Plot No. 83 , Sector 12 , Near Valmiki Chowk , Hanumangrah Junction - 335513","Ritesh Jindal",8209584328,riteshjindal1@gmail.com
Rajasthan,Jaipur,"Shree Hanuman Intear","Plot No 70/30 , Shiv Colony , Jhalana Doongri , Jaipur - 302004","Vijay Kumar Jajra",8290283641,vijaykumarjajra8290@gmail.com
Rajasthan,Chittorgarh,"Khamora and Company","Plot No. 4 , Bhilwara Road , RIICO Industrial Area , Chittorgarh - 312001","Gagan Khamora",9829779285,Khamora@redifmail.com
Rajasthan,Alwar,"V. K. Enterprises","Aerodrome Road , Near Over Bridge , Lajpat Nagar , Alwar - 301001","Niranjan lal",9414893169,niranjanlalgupta1959@gmail.com
Rajasthan,Jodhpur,"Sunder Place","Plot No. 174 , Vijay Raje Nagar , Behind Indiabulls Mall , Jodhpur - 342003","Mangilal Bishnoi",9928126341,
Rajasthan,Udaipur,"Royal Fabricators","Sector-4 , Main Road , Opp Swagat Vatika , Udaipur - 313001","Rajveer Ajaria",9799119320,royalfabricators007@gmail.com
Rajasthan,Jodhpur,"Shree Shyam Home Decor","Jaisalmer Bypass Rd, Near Umrao Khan Petrol Pump, Gopal Bari, Jodhpur - 342001","Saurabh Sharma",9509073778,shreeshyamhd@gmail.com
"Tamil Nadu",Erode,"Foursquare Fenestrattion","95, Sangu Nagar Main Road, Palayapalayam, Erode 638011","Nandhakhumar MV",9600996002,foursquarefabworks@gmail.com
"Tamil Nadu",Salem,"Indo steel company","2/5-1,Namakkal bye pass road, Amani kondalampatti, Salem - 636010","Syed Mohammed",8248508105,indosteel786@gmail.com
"Tamil Nadu",Coimbatore,"Lakshmi Ceeramics","21 Cowley Brown Road, RS Puram, Coimbatore 641002","Ramasamy S",9655170955,rm.tata@lakshmiceramics.in
"Tamil Nadu",Coimbatore,"Lakshmi Ceeramics","321, Mettupalayam Road,Opp. Murugan Mills, Coimbatore 641043","Ramasamy S",9655170955,rm.tata@lakshmiceramics.in
"Tamil Nadu",Coimbatore,"Lakshmi Ceeramics","2254, Trichy Road, Singanallur, Coimbatore 641005","Ramasamy S",9655170955,rm.tata@lakshmiceramics.in
"Tamil Nadu",THANJAVUR,"FORTUNE HOMES","NO.7, SAFA COMPLEX, 1ST FLOOR, SELVAM NAGAR, MEDICAL COLLEGE ROAD, THANJAVUR - 613007","VIJAYA SARAVANAN V",9443482222,thefortunehomes@gmail.com
"Tamil Nadu",Kovilpatti,Madhura&amp;Co,"No.3/548 A, Nellai main Road, Inam maniyachi, Kovilpatti, Tuticorin dist = 628 502.","Mr. S.Ventakesh",9841692009,svkrudrame@gmail.com
"Tamil Nadu",Puducherry,"Dhanalakshmi Associates","No: 180/1, East Coast Rd, near Richy Rich Cafe, Maduvu Pet, Lawspet, Puducherry, 605008",Mr.Jayaraj,7338888838,tatapraveshpuducherry@gmail.com
"Tamil Nadu",Chennai,"DoorFurn Enterprises","No.13, Ground Floor 11, 12, 33rd Street, Thillaiganga Nagar, Nanganallur, Chennai, Tamil Nadu 600061","Mr.Syed Mohamed",8838928759,sales@doorfurn.in
"Tamil Nadu",Ramanathapuram,"ARN Steel Housing","No8/3, Lathems Bungalow Rd, Chalai Bazar, Ramanathapuram, Tamil Nadu 623501","A.Mohamed Yazeer",9842120367,arnsteelhouse@yahoo.co.in
"Tamil Nadu",Salem,"Jeeva Agencies","1/71,Annathanapatti Main Road,Salem, Tamil Nadu 636002",Mr.Jeeva,9894269918,jeeva.agencies@yahoo.com
Tamilnadu,Chennai,"Jaya Sai Enterprises","No.325B, 12th Main Road, Ram Nagar South Extn, Pallikaranai, Chennai -600100","Prashanth Gupta / R.Viswanathan","7010546722 / 9280085166",jayasaientps@gmail.com
Tamilnadu,Coimbatore,"Sai Granites And Tiles","S.F No:523/4, Sathy Road, Kurumbapalayam, Sskulam Coimbatore - 641107.",Mr.R.Yuvaraj,9943033000,admin@saigranites.net
Tamilnadu,Coimbatore,"Ra Ra Agency","No:10/1, Perur Bye Pass Road, South Ukkadam, Ukkadam(Near Abt Service Station)Coimbatore - 641001.",Mr.M.Rajiv,9787740004,raraagency64@gmail.com
"Tamil Nadu",Coimbatore,"Shree Balaji Fenestration","No 104,Ranganathapuram, Sulur Coimbatore-641402",Mr.Ravikumar,9489277330,shreebalajifenestration@gmail.com
Tamilnadu,Tirupur,"Raju &amp; Co","50-A, Ramaiya Colony, R.V Colony, P.N Road, Tirupur - 641602",Mr.R.P.Rajendran,9894499185,rajuandcotirupur@gmail.com
Tamilnadu,Coimbatore,"Jay Trading","1050, Mettupalayam Rd, R S Puram West, Coimbatore, Tamil Nadu 641002","Mr. Vijay Patel",9442643719,praveshtatacbe@gmail.com
Tamilnadu,Chennai,"Ethiraj Timbers Private Limited","Old # 162, New # 249, Sydenhams Road, Periamet, Chennai - 600003.","Ms.Sarala Giridhara Raj",9840158369,sales@ethirajtimbers.com
Tamilnadu,Chennai,"A.V.Tiles Company","No.55/1, Iyyappa Nagar, 200 Feet Road, Kolathur, Chennai - 600099.","Mr.L.D Thilak Lakshman Devaraj",9382518551,thilakldt@gmail.com
Tamilnadu,Madhurai,"Indian Steel Trading Corporation","39/18, West Masi Street, Madurai - 625001.","Mr.R.S.Sathish Kumar",9843174519,indiansathishi@gmail.com
Tamilnadu,Kanyakumari,"Vega Steels","301/3, KP Road, 1050, Parvathypuram, Nagercoil, Kanyakumari - 629003.","Mr. J.Ramshani",9495545722,unvsteel@gmail.com
Tamilnadu,Trichy,"Nmk Enterprises","77, Sub-Jail Road, Palakarai, Tiruchirappalli - 620008.","Mr.M.Asik Mohamed",9443125497,nmktry21@gmail.com
TamilNadu,Chennai,"Crown Engineering","18, A R St, Janaki Nagar, Alwartirunagar, Valasaravakkam, Chennai, Tamil Nadu 600087",Mr.Prakash,9952964048,crownengs@gmail.com
Tamilnadu,Theni,"Sri Palanikumar Steels","Periyakulam Main road,PKN Milk Street,Annalaxmi Hotel Back Side Theni,Pin code-625531","Pon Ganesh",9788749009,sripalanikumar.2010@gmail.com
Telangana,"Ranga Reddy","Horirizon  enterprises","Plot no 57 Main Road  beside SBI Bank ,Kakatiya Nager  ,Ramachandra Puram Hyderabad 502032","Haresheswar Reddy",8453007373/834802407,saleshorizonupvc@gmail.com
Jharkhand,Hazaribagh,"Kitchen Kingdom","Kitchen Kingdom, Veera Enclave, Bengali Colony, Bada Bazar Road, Hazaribagh, Jharkhand. Pin- 825301","Hitler Shahi",shahibabu2012@gmail.com,9229555255
Jharkhand,Giridih,"MAA TARA MARBLE AND PLY","Bengabad Road, Near Collage More, Sihodih Giridih, Jharkhand, Pin Code - 815312","Nilesh Ji",maataramarble01@gmail.com,9304002703
Bihar,Bhagalpur,"Vishal Enterprises","Zero mile petrol pump , infront of maurya jubilee colony, Jial Road, Bhagalpur","Bhupendra Kumar","9431471088	",vishalenterprisesbhagalpur@gmail.com
Kerala,Waynadu,"Trinity ventures","Building No-SBM 24/270 AS,Sulthan Bathery, Muncipal stadium junction,Wayanad,673592",,7907743131,trinityventure.in@gmail.com
Kerala,Trivandrum,AGPL,"TC 52/2682-1,ABHYUDHAYAM,KAIMANAM, Pappanamcode,Thiruvananthapuram, Kerala,India,695018",,9387831230,agpl@agaciroglobal.com
Kerala,Kollam,"Zain steel","Zains Steel,Pangalukadu , Kadakkal , Kollam,Pin-691536",,6282200332,zainsteels@gmail.com
Kerala,Palakkad,Viswaswindoors,"Nearby Landmark: Near South Police Station Locality/Sub Locality: Kunathurmedu  Palakkad-678013",,9497388321,viswaswindoors@gmail.com
Kerala,Kasaragod,"Malabar Agencies","Chittarikkal - Kunnumkai Rd, Chittarikkal, Kerala 671326",,9447286419,jollymalabar07@gmail.com
Kerala,Wayanad,Ecowood,"Building Number PP2/329A Koolivayal Cherukattur Waynadu 670721",,9895008063,ecowoodindia@gmail.com
Kerala,Kasaragod,"APP Experience centre","North Kottachery, Kanghgadu , Kasargodu 671315",,9037127273,appkanhangad999@gmail.com
"ANDHRA PRADESH",GUNTUR,"TENALI RAJA","NANDIVELUGU  pin code : 522306",RAJA,9177952613,smartinteriors303@gmail.com
"Andhra Pradesh",visakhaptnam,"MY home interiors","kotam setti complex beside canara bank,opp kinnera mess,sankarmatam road ,santhi puram, Visakhapatnam District, Andhra pradesh-530016","Mr. Kishore",939443333,sales@my-home.co.in
"Andhra Pradesh",kakinada,"Narshima agencies","9-1-52, near ideal college,indrapalem,Kakinada Andhra pradesh  pincode-533004",Ramesh,9492144555,rameshbabu.padala@gmail.com
"Andhra Pradesh","East godavari","Narshima agencies","D.no. 2-42-50/1.Ground floor,Opp Raithu Bazzar,ILTDjunction,Rajahmundry,Eastgodavari,Andhrapradesh .pincode-533101",Ramesh,7995996664,rameshbabu.padala@gmail.com
"Andhra Pradesh",Eluru,"Sri saradhi ","Dada pallav cneter, chinthal pudi road ,tanglamudi, Eluru ",B.vittal,9121188558,
"Andhra Pradesh",Prakasham,"Srinivasa enterprises"," SOUTH BYPASS ROAD, ONGOLE, Prakasam, Andhra Pradesh, 523001.",anil,,
Kerala,Palakkad,"SIDHARTH STEELS","No 645,646,647 & 649 Vaidyasala, Vadavannur PO, Palakkad, Kerala - 678504",Aravind,9747348373,sidharthpravesh@gmail.com
Kerala,Kollam,"Panackal Buildware","Lower Karickom, Opp. Reliance Petrol Pump, Kottarakkara, Pin: 691531",Rajan,9895428965,rajanpanackalktr@gmail.com
Kerala,Kozhikode,"Steel X","Opp. Chemmala Masjid, Ramanattukara , Calicut , Pin 673633","Abhiram Athul",8075153718,tatapraveshsteelx@gmail.com
Chhattisgarh,Raigarh,"Ns Décor","Ns Decor Kotra road bypass in front of Friends colony Raigarh Chattisgarh ",,7000398844,
Chhattisgarh,Bilaspur,"Variety Trading & Services ","Near Old Arpa Bridge Pratap Talkies Chowk,Tilak Nagar, Bilaspur C.G",,9770188800,
